785.15625,1152.34375
757.8125,1136.71875
789.0625,1085.9375
781.25,1101.5625
789.0625,1105.46875
792.96875,1082.03125
781.25,1085.9375
777.34375,1085.9375
773.4375,1097.65625
769.53125,1109.375
761.71875,1109.375
917.96875,1500
765.625,1113.28125
769.53125,1109.375
765.625,1089.84375
765.625,1113.28125
757.8125,1140.625
761.71875,1117.1875
761.71875,1121.09375
765.625,1117.1875
765.625,1113.28125
769.53125,1113.28125
765.625,1117.1875
761.71875,1125
765.625,1117.1875
761.71875,1117.1875
773.4375,1117.1875
753.90625,1121.09375
757.8125,1117.1875
750,1117.1875
742.1875,1113.28125
742.1875,1113.28125
738.28125,1117.1875
734.375,1125
734.375,1125
734.375,1128.90625
730.46875,1132.8125
726.5625,1128.90625
730.46875,1132.8125
722.65625,1136.71875
730.46875,1128.90625
722.65625,1140.625
722.65625,1140.625
722.65625,1144.53125
722.65625,1140.625
730.46875,1140.625
726.5625,1140.625
718.75,1144.53125
722.65625,1144.53125
718.75,1152.34375
718.75,1148.4375
718.75,1148.4375
714.84375,1152.34375
710.9375,1148.4375
707.03125,1152.34375
707.03125,1152.34375
703.125,1152.34375
707.03125,1148.4375
703.125,1148.4375
710.9375,1152.34375
703.125,1152.34375
710.9375,1152.34375
699.21875,1152.34375
703.125,1152.34375
695.3125,1152.34375
707.03125,1148.4375
691.40625,1148.4375
703.125,1148.4375
695.3125,1152.34375
699.21875,1152.34375
699.21875,1152.34375
699.21875,1152.34375
695.3125,1148.4375
695.3125,1152.34375
703.125,1148.4375
691.40625,1152.34375
703.125,1140.625
699.21875,1148.4375
699.21875,1144.53125
703.125,1144.53125
691.40625,1148.4375
699.21875,1152.34375
707.03125,1148.4375
687.5,1152.34375
687.5,1152.34375
687.5,1148.4375
691.40625,1144.53125
695.3125,1148.4375
691.40625,1148.4375
695.3125,1148.4375
691.40625,1148.4375
695.3125,1148.4375
699.21875,1148.4375
695.3125,1156.25
695.3125,1152.34375
695.3125,1156.25
699.21875,1160.15625
699.21875,1164.0625
699.21875,1160.15625
699.21875,1156.25
695.3125,1148.4375
757.8125,1234.375
738.28125,1156.25
835.9375,1289.0625
1027.34375,1500
667.96875,1210.9375
695.3125,1152.34375
703.125,1136.71875
695.3125,1128.90625
699.21875,1121.09375
695.3125,1113.28125
695.3125,1105.46875
695.3125,1093.75
699.21875,1085.9375
699.21875,1070.3125
691.40625,1085.9375
687.5,1085.9375
687.5,1093.75
687.5,1097.65625
699.21875,1093.75
695.3125,1093.75
699.21875,1097.65625
703.125,1093.75
703.125,1085.9375
699.21875,1085.9375
695.3125,1082.03125
695.3125,1085.9375
691.40625,1089.84375
695.3125,1089.84375
691.40625,1093.75
691.40625,1101.5625
691.40625,1097.65625
695.3125,1101.5625
695.3125,1105.46875
695.3125,1109.375
707.03125,1097.65625
695.3125,1109.375
699.21875,1113.28125
699.21875,1109.375
703.125,1113.28125
703.125,1113.28125
703.125,1121.09375
703.125,1117.1875
703.125,1121.09375
703.125,1121.09375
703.125,1125
707.03125,1128.90625
707.03125,1132.8125
707.03125,1136.71875
707.03125,1136.71875
707.03125,1140.625
710.9375,1144.53125
710.9375,1140.625
710.9375,1148.4375
714.84375,1152.34375
710.9375,1152.34375
703.125,1152.34375
703.125,1148.4375
703.125,1152.34375
703.125,1148.4375
707.03125,1148.4375
710.9375,1148.4375
699.21875,1156.25
703.125,1152.34375
687.5,1164.0625
699.21875,1152.34375
718.75,1160.15625
695.3125,1183.59375
695.3125,1128.90625
679.6875,1121.09375
691.40625,1101.5625
687.5,1097.65625
687.5,1082.03125
683.59375,1078.125
683.59375,1070.3125
687.5,1058.59375
683.59375,1062.5
683.59375,1062.5
687.5,1054.6875
687.5,1050.78125
683.59375,1046.875
687.5,1058.59375
691.40625,1050.78125
691.40625,1050.78125
691.40625,1058.59375
695.3125,1058.59375
703.125,1042.96875
707.03125,1046.875
699.21875,1058.59375
695.3125,1066.40625
695.3125,1066.40625
687.5,1070.3125
695.3125,1062.5
699.21875,1066.40625
691.40625,1078.125
691.40625,1082.03125
691.40625,1082.03125
691.40625,1082.03125
691.40625,1085.9375
691.40625,1085.9375
695.3125,1085.9375
695.3125,1085.9375
695.3125,1089.84375
691.40625,1093.75
691.40625,1097.65625
691.40625,1097.65625
691.40625,1101.5625
691.40625,1101.5625
695.3125,1101.5625
695.3125,1105.46875
691.40625,1105.46875
695.3125,1109.375
695.3125,1109.375
695.3125,1113.28125
699.21875,1117.1875
695.3125,1117.1875
699.21875,1121.09375
699.21875,1121.09375
707.03125,1121.09375
699.21875,1125
699.21875,1128.90625
699.21875,1132.8125
699.21875,1132.8125
699.21875,1136.71875
699.21875,1136.71875
699.21875,1136.71875
703.125,1140.625
699.21875,1140.625
703.125,1144.53125
703.125,1144.53125
703.125,1148.4375
699.21875,1152.34375
703.125,1152.34375
699.21875,1152.34375
703.125,1152.34375
703.125,1152.34375
703.125,1152.34375
703.125,1152.34375
703.125,1152.34375
703.125,1148.4375
703.125,1140.625
707.03125,1136.71875
710.9375,1144.53125
703.125,1156.25
707.03125,1152.34375
699.21875,1148.4375
703.125,1152.34375
710.9375,1156.25
703.125,1175.78125
675.78125,1183.59375
667.96875,1199.21875
703.125,1160.15625
738.28125,1156.25
707.03125,1144.53125
703.125,1144.53125
707.03125,1140.625
707.03125,1148.4375
707.03125,1128.90625
710.9375,1128.90625
710.9375,1117.1875
710.9375,1117.1875
707.03125,1105.46875
707.03125,1109.375
710.9375,1132.8125
707.03125,1121.09375
707.03125,1121.09375
707.03125,1128.90625
707.03125,1132.8125
710.9375,1136.71875
710.9375,1132.8125
710.9375,1132.8125
714.84375,1132.8125
714.84375,1132.8125
718.75,1132.8125
718.75,1132.8125
718.75,1132.8125
714.84375,1140.625
714.84375,1132.8125
714.84375,1140.625
714.84375,1140.625
718.75,1140.625
714.84375,1144.53125
714.84375,1148.4375
718.75,1152.34375
718.75,1152.34375
718.75,1152.34375
718.75,1156.25
718.75,1160.15625
718.75,1160.15625
718.75,1164.0625
718.75,1164.0625
718.75,1164.0625
718.75,1164.0625
722.65625,1164.0625
722.65625,1171.875
722.65625,1164.0625
722.65625,1164.0625
722.65625,1171.875
722.65625,1175.78125
722.65625,1175.78125
722.65625,1183.59375
722.65625,1179.6875
722.65625,1183.59375
722.65625,1187.5
722.65625,1191.40625
726.5625,1187.5
722.65625,1195.3125
722.65625,1199.21875
722.65625,1199.21875
722.65625,1203.125
722.65625,1203.125
722.65625,1207.03125
722.65625,1210.9375
722.65625,1214.84375
722.65625,1214.84375
726.5625,1214.84375
722.65625,1218.75
726.5625,1218.75
722.65625,1222.65625
726.5625,1218.75
726.5625,1222.65625
726.5625,1222.65625
730.46875,1222.65625
726.5625,1226.5625
726.5625,1226.5625
726.5625,1226.5625
722.65625,1230.46875
718.75,1234.375
718.75,1230.46875
718.75,1222.65625
718.75,1214.84375
722.65625,1210.9375
726.5625,1214.84375
726.5625,1222.65625
714.84375,1222.65625
722.65625,1210.9375
718.75,1210.9375
718.75,1222.65625
714.84375,1218.75
710.9375,1226.5625
726.5625,1226.5625
730.46875,1203.125
710.9375,1199.21875
714.84375,1195.3125
714.84375,1187.5
718.75,1191.40625
714.84375,1187.5
714.84375,1179.6875
718.75,1183.59375
722.65625,1175.78125
726.5625,1183.59375
726.5625,1175.78125
730.46875,1171.875
730.46875,1187.5
734.375,1183.59375
734.375,1183.59375
734.375,1191.40625
734.375,1195.3125
742.1875,1191.40625
742.1875,1191.40625
742.1875,1191.40625
746.09375,1191.40625
746.09375,1195.3125
746.09375,1199.21875
746.09375,1199.21875
746.09375,1203.125
742.1875,1199.21875
742.1875,1207.03125
742.1875,1203.125
742.1875,1214.84375
742.1875,1222.65625
742.1875,1226.5625
746.09375,1226.5625
746.09375,1230.46875
746.09375,1238.28125
746.09375,1234.375
746.09375,1238.28125
746.09375,1242.1875
746.09375,1246.09375
746.09375,1250
746.09375,1257.8125
750,1257.8125
746.09375,1261.71875
750,1265.625
750,1269.53125
750,1273.4375
750,1277.34375
750,1281.25
750,1285.15625
750,1285.15625
750,1289.0625
753.90625,1289.0625
750,1292.96875
750,1292.96875
750,1292.96875
753.90625,1292.96875
750,1292.96875
753.90625,1292.96875
753.90625,1292.96875
753.90625,1292.96875
757.8125,1289.0625
757.8125,1289.0625
753.90625,1289.0625
753.90625,1289.0625
753.90625,1289.0625
753.90625,1285.15625
753.90625,1289.0625
753.90625,1289.0625
753.90625,1285.15625
753.90625,1285.15625
753.90625,1285.15625
753.90625,1285.15625
753.90625,1289.0625
753.90625,1289.0625
753.90625,1289.0625
753.90625,1289.0625
753.90625,1289.0625
753.90625,1289.0625
753.90625,1289.0625
753.90625,1285.15625
753.90625,1281.25
750,1273.4375
753.90625,1269.53125
753.90625,1261.71875
750,1261.71875
742.1875,1265.625
742.1875,1273.4375
742.1875,1261.71875
738.28125,1269.53125
746.09375,1265.625
738.28125,1253.90625
730.46875,1253.90625
761.71875,1242.1875
738.28125,1242.1875
714.84375,1195.3125
710.9375,1160.15625
710.9375,1187.5
699.21875,1187.5
710.9375,1175.78125
714.84375,1164.0625
718.75,1167.96875
714.84375,1167.96875
726.5625,1156.25
726.5625,1156.25
722.65625,1152.34375
726.5625,1152.34375
726.5625,1160.15625
726.5625,1152.34375
726.5625,1148.4375
726.5625,1156.25
